metric,n,mean,std,sem,mean_minus_std,mean_plus_std,mean_±_std,mean_±_sem
wall_time_sec,1,5008.0237238407135,0.0,0.0,5008.0237238407135,5008.0237238407135,5008.02 ± 0,5008.02 ± 0
epoch,1,20000.0,0.0,0.0,20000.0,20000.0,20000 ± 0,20000 ± 0
train_loss,1,20.361448287963867,0.0,0.0,20.361448287963867,20.361448287963867,20.3614 ± 0,20.3614 ± 0
mse_u,1,0.3573664724826813,0.0,0.0,0.3573664724826813,0.3573664724826813,0.357366 ± 0,0.357366 ± 0
mse_f,1,18.256887435913086,0.0,0.0,18.256887435913086,18.256887435913086,18.2569 ± 0,18.2569 ± 0
mse_bd,1,1.6768850088119507,0.0,0.0,1.6768850088119507,1.6768850088119507,1.67689 ± 0,1.67689 ± 0
train_mse_norm,1,1.3486967086791992,0.0,0.0,1.3486967086791992,1.3486967086791992,1.3487 ± 0,1.3487 ± 0
rl2_train,1,1.1613339906372115,0.0,0.0,1.1613339906372115,1.1613339906372115,1.16133 ± 0,1.16133 ± 0
rl2_train_global,1,1.1613339906372115,0.0,0.0,1.1613339906372115,1.1613339906372115,1.16133 ± 0,1.16133 ± 0
rl2_train_mean_per_sample,1,0.781389057636261,0.0,0.0,0.781389057636261,0.781389057636261,0.781389 ± 0,0.781389 ± 0
rl2_train_std_per_sample,1,0.9246136509006282,0.0,0.0,0.9246136509006282,0.9246136509006282,0.924614 ± 0,0.924614 ± 0
rl2_train_sem_per_sample,1,0.2923885092529781,0.0,0.0,0.2923885092529781,0.2923885092529781,0.292389 ± 0,0.292389 ± 0
n_train_samples_for_rl2,1,10.0,0.0,0.0,10.0,10.0,10 ± 0,10 ± 0
